Customer_ID,Customer_Name,Email,Phone,Gender,Age,City,State,Customer_Segment,Order_ID,Order_Date,Product,Category,Quantity,Unit_Price,Discount,Sales,Payment_Method,Order_Status,Sales_Channel,Rating,Notes
10118,Divya Kumar,divyakumar455@example.com,9394801573,Other,21.0,Ahmedabad,Gujarat,Consumer,ORD-100117,2025-09-21,Mouse,Accessories,4.0,499.0,0.1,1796.4,PayPal,Completed,Store,5.0,Fast delivery
10119,Ananya Sharma,ananyasharma251@example.com,9935924516,Other,41.0,Delhi,Delhi,Small Business,ORD-100118,2024-03-09,External HDD,Storage,4.0,499.0,0.05,1896.2,Net Banking,Shipped,Website,5.0,Fast delivery
10120,Sanjay Gowda,sanjaygowda385@example.com,9527385805,Female,59.0,Pune,Maharashtra,Small Business,ORD-100119,2025-06-26,Smartwatch,Wearables,1.0,12999.0,0.05,12349.05,Debit Card,Returned,Website,2.0,Urgent
10121,Pooja Nair,nikhilverma636@example.com,9406635834,Other,49.0,Jaipur,Rajasthan,Consumer,ORD-100120,2024-08-07,Smartphone,Electronics,3.0,1999.0,0.15,5097.45,Credit Card,Pending,Website,4.0,Fast delivery
10122,Sanjay Patel,sanjaypatel565@example.com,9411774120,Female,28.0,Pune,Maharashtra,Corporate,ORD-100121,2025-07-17,USB Hub,Accessories,3.0,49999.0,0.0,149997.0,Credit Card,Shipped,Mobile App,1.0,Fast delivery
10123,Vikram Singh,vikramsingh488@example.com,9962925204,Other,26.0,Ahmedabad,Gujarat,Consumer,ORD-100122,2025-01-12,Laptop,Electronics,3.0,7999.0,0.2,19197.6,Credit Card,Cancelled,Marketplace,4.0,Fast delivery
10124,Divya Shetty,divyashetty85@example.com,9583156434,Female,61.0,Kolkata,West Bengal,Small Business,ORD-100123,2025-10-19,External HDD,Storage,1.0,999.0,0.1,899.1,Debit Card,Cancelled,Social Media,2.0,Fast delivery
10125,Vikram Verma,vikramverma178@example.com,9273910700,Female,63.0,Jaipur,Rajasthan,Corporate,ORD-100124,2024-11-07,Laptop,Electronics,5.0,7999.0,0.05,37995.25,UPI,Shipped,Store,1.0,Fast delivery
10126,Kiran Joshi,kiranjoshi556@example.com,9200317984,Other,59.0,Jaipur,Rajasthan,Corporate,ORD-100125,2025-09-21,Keyboard,Accessories,3.0,19999.0,0.1,35998.2,Net Banking,Shipped,Mobile App,2.0,Fast delivery
10127,Isha Rao,isharao56@example.com,9788755699,Other,34.0,Mysuru,Karnataka,Corporate,ORD-100126,2024-03-24,Mouse,Accessories,5.0,499.0,0.0,2495.0,Net Banking,Returned,Social Media,1.0,Fast delivery
10128,Shreya Reddy,shreyareddy474@example.com,9178354184,Other,21.0,Chennai,Tamil Nadu,Corporate,ORD-100127,2024-10-31,Smartwatch,Wearables,2.0,19999.0,0.15,33998.3,Cash,Returned,Marketplace,4.0,Fast delivery
10129,Amit Mehta,amitmehta143@example.com,9916757816,Female,50.0,Delhi,Delhi,Consumer,ORD-100128,2025-02-12,Mouse,Accessories,3.0,49999.0,0.1,134997.3,UPI,Pending,Marketplace,1.0,Customer happy
10130,Sanjay Singh,sanjaysingh640@example.com,9548968760,Male,28.0,Delhi,Delhi,Small Business,ORD-100129,2026-06-03,Smartphone,Electronics,1.0,1999.0,0.15,1699.15,Net Banking,Returned,Mobile App,2.0,Urgent
10131,Nikhil Nair,nikhilnair527@example.com,9590947659,Male,31.0,Ahmedabad,Gujarat,Small Business,ORD-100130,2025-02-06,Keyboard,Accessories,4.0,499.0,0.0,1996.0,Credit Card,Completed,Store,4.0,Fast delivery
10132,Meera Reddy,meerareddy754@example.com,9492750748,Female,41.0,Jaipur,Rajasthan,Consumer,ORD-100131,2024-09-27,Laptop,Electronics,1.0,3499.0,0.05,3324.05,Cash,Completed,Social Media,5.0,Fast delivery
10133,Kavya Das,kavyadas573@example.com,9400347789,Other,61.0,Chennai,Tamil Nadu,Consumer,ORD-100132,2026-02-21,Smartphone,Accessories,4.0,7999.0,0.15,27196.6,Credit Card,Completed,Marketplace,3.0,Fast delivery
10134,Amit Das,amitdas522@example.com,9143223380,Male,20.0,Pune,Maharashtra,Corporate,ORD-100133,2025-02-15,Headphones,Accessories,2.0,12999.0,0.2,20798.4,PayPal,Cancelled,Marketplace,5.0,Urgent
10135,Vikram Mehta,vikrammehta412@example.com,9761962359,Other,37.0,Jaipur,Rajasthan,Small Business,ORD-100134,2024-06-15,Headphones,Accessories,3.0,12999.0,0.1,35097.3,Net Banking,Shipped,Website,4.0,Fast delivery
10136,Akash Reddy,akashreddy607@example.com,9430366556,Other,62.0,Ahmedabad,Gujarat,Small Business,ORD-100135,2025-03-02,Laptop,Electronics,3.0,2499.0,0.0,7497.0,Net Banking,Returned,Store,5.0,Fast delivery
10137,Neha Rao,neharao748@example.com,9765436255,Female,27.0,Bengaluru,Karnataka,Corporate,ORD-100136,2025-06-10,External HDD,Storage,4.0,999.0,0.2,3196.8,Credit Card,Shipped,Website,2.0,Good
10138,Sanjay Gowda,sanjaygowda523@example.com,9932120169,Male,48.0,Kolkata,West Bengal,Consumer,ORD-100137,2025-02-24,Headphones,Accessories,4.0,49999.0,0.05,189996.2,PayPal,Pending,Social Media,2.0,Fast delivery
10139,Pooja Nair,amitjoshi944@example.com,9672440825,Female,52.0,Ahmedabad,Gujarat,Small Business,ORD-100138,2025-04-15,Printer,Electronics,4.0,2499.0,0.05,9496.2,PayPal,Cancelled,Social Media,4.0,Fast delivery
10140,Neha Reddy,nehareddy222@example.com,,Other,49.0,Jaipur,Rajasthan,Small Business,ORD-100139,2025-12-22,Webcam,Accessories,2.0,1999.0,0.1,3598.2,Cash,Cancelled,Social Media,3.0,Customer happy
10141,Sneha Mehta,snehamehta53@example.com,9408840720,Other,23.0,Jaipur,Rajasthan,Small Business,ORD-100140,2024-10-24,Tablet,Electronics,4.0,2499.0,0.05,9496.2,Cash,Cancelled,Marketplace,2.0,Fast delivery
10142,Shreya Reddy,shreyareddy768@example.com,9730104453,Male,33.0,Jaipur,Rajasthan,Consumer,ORD-100141,2025-09-22,Webcam,Accessories,3.0,3499.0,0.1,2997.0,PayPal,Shipped,Mobile App,2.0,Fast delivery
10143,Sneha Verma,snehaverma997@example.com,9690936560,Male,44.0,Pune,Maharashtra,Student,ORD-100142,2024-01-06,Webcam,Accessories,4.0,799.0,0.05,3036.2,Cash,Pending,Store,3.0,Customer happy
10144,Priya Bhat,priyabhat750@example.com,9140048684,Male,44.0,Mumbai,Maharashtra,Consumer,ORD-100143,2026-01-26,USB Hub,Accessories,5.0,1499.0,0.2,5996.0,Credit Card,Cancelled,Marketplace,2.0,Fast delivery
10145,Pooja Bhat,poojabhat960@example.com,9459748735,Female,47.0,Bengaluru,Karnataka,Student,ORD-100144,2024-04-19,Laptop,Electronics,3.0,12999.0,0.2,31197.6,Debit Card,Shipped,Marketplace,3.0,Fast delivery
10146,Sneha Gowda,snehagowda200@example.com,9115122787,Other,39.0,Delhi,Delhi,Small Business,ORD-100145,2026-01-05,Webcam,Accessories,4.0,19999.0,0.1,71996.4,Net Banking,Pending,Mobile App,5.0,Fast delivery
10147,Manish Iyer,manishiyer107@example.com,9298407302,Male,48.0,Kolkata,West Bengal,Small Business,ORD-100146,2025-11-16,Printer,Accessories,3.0,799.0,0.15,2037.45,Debit Card,Cancelled,Store,4.0,Fast delivery
10148,Sanjay Shetty,sanjayshetty277@example.com,9801887172,Female,62.0,Chennai,Tamil Nadu,Corporate,ORD-100147,2024-01-12,Mouse,Accessories,3.0,12999.0,0.2,31197.6,Credit Card,Completed,Marketplace,3.0,Fast delivery
10149,Manish Joshi,manishjoshi948@example.com,9416794215,Female,57.0,Delhi,Rajasthan,Corporate,ORD-100148,2025-10-16,Webcam,Accessories,3.0,49999.0,0.0,149997.0,Debit Card,Pending,Marketplace,2.0,Fast delivery
10150,Isha Gowda,ishagowda690@example.com,9986485022,Male,33.0,Kolkata,West Bengal,Consumer,ORD-100149,2026-04-01,Webcam,Accessories,5.0,4999.0,0.2,19996.0,Net Banking,Returned,Social Media,3.0,Good
10151,Akash Patel,akashpatel163@example.com,9276670424,Female,51.0,Bengaluru,Karnataka,Student,ORD-100150,2025-07-03,Printer,Electronics,5.0,1499.0,0.2,5996.0,Credit Card,Pending,Social Media,4.0,Good
10152,Nikhil Nair,nikhilnair587@example.com,9161994392,Other,47.0,Bengaluru,Karnataka,Corporate,ORD-100151,2025-04-12,Smartwatch,Storage,2.0,7999.0,0.15,13598.3,PayPal,Completed,Marketplace,3.0,Fast delivery
10153,Rahul Rao,rahulrao727@example.com,9168461684,Other,21.0,Hyderabad,Telangana,Consumer,ORD-100152,2024-12-18,External HDD,Accessories,3.0,499.0,0.15,424.15,Cash,Completed,Store,4.0,Fast delivery
10154,Vikram Shetty,vikramshetty92@example.com,9833076128,Other,52.0,Kolkata,West Bengal,Corporate,ORD-100153,2025-01-19,Mouse,Accessories,4.0,4999.0,0.15,16996.6,PayPal,Cancelled,Website,3.0,Fast delivery
10155,Manish Das,manishdas484@example.com,9823164961,Other,52.0,Delhi,Delhi,Student,ORD-100154,2024-11-01,Webcam,Accessories,2.0,3499.0,0.0,998.0,Net Banking,Returned,Mobile App,2.0,Urgent
10156,Kavya Kumar,kavyakumar794@example.com,9116799547,Male,31.0,Chennai,Tamil Nadu,Consumer,ORD-100155,2025-09-21,Monitor,Electronics,1.0,499.0,0.15,424.15,Credit Card,Shipped,Website,4.0,Fast delivery
10157,Priya Singh,,9933291969,Male,26.0,Bengaluru,Karnataka,Small Business,ORD-100156,2024-08-10,Tablet,Electronics,4.0,1499.0,0.2,4796.8,Debit Card,Shipped,Store,5.0,Fast delivery
10158,Amit Singh,amitsingh291@example.com,9165452764,Female,55.0,Chennai,Tamil Nadu,Corporate,ORD-100157,2024-11-03,Headphones,Accessories,5.0,1499.0,0.15,6370.75,Credit Card,Returned,Social Media,4.0,Good
10159,Kavya Joshi,kavyajoshi162@example.com,9422002819,Female,29.0,Kolkata,West Bengal,Student,ORD-100158,2025-02-22,Printer,Accessories,3.0,49999.0,0.15,127497.45,Debit Card,Pending,Website,2.0,Fast delivery
10160,Sanjay Bhat,sanjaybhat147@example.com,9517061783,Male,34.0,Bengaluru,Karnataka,Corporate,ORD-100159,2025-06-26,Printer,Electronics,4.0,3499.0,0.2,11196.8,Credit Card,Completed,Marketplace,3.0,Good
10161,Shreya Rao,shreyarao50@example.com,9178151583,Male,55.0,Delhi,Telangana,Corporate,ORD-100160,2025-09-09,Laptop,Electronics,3.0,3499.0,0.2,8397.6,Cash,Pending,Store,3.0,Fast delivery
10162,Kiran Bhat,kiranbhat722@example.com,9748971205,Other,31.0,Hyderabad,Telangana,Student,ORD-100161,2024-09-05,Webcam,Accessories,1.0,49999.0,0.15,42499.15,Debit Card,Shipped,Store,3.0,Urgent
10163,Sanjay Das,sanjaydas487@example.com,9205879779,Female,48.0,Pune,Maharashtra,Small Business,ORD-100162,2025-05-24,Keyboard,Accessories,3.0,2499.0,0.2,5997.6,Debit Card,Cancelled,Store,4.0,Good
10164,Akash Iyer,akashiyer967@example.com,9727099478,Other,64.0,Hyderabad,Telangana,Student,ORD-100163,2025-07-20,Webcam,Accessories,2.0,499.0,0.1,898.2,Credit Card,Pending,Mobile App,3.0,Fast delivery
10165,Manish Mehta,manishmehta791@example.com,9982177625,Female,64.0,Hyderabad,Telangana,Corporate,ORD-100164,2024-09-20,Smartwatch,Wearables,5.0,19999.0,0.1,89995.5,Cash,Pending,Store,2.0,Fast delivery
10166,Shreya Nair,shreyanair877@example.com,9179811669,Other,21.0,Delhi,Delhi,Consumer,ORD-100165,2026-05-09,Printer,Electronics,1.0,7999.0,0.0,7999.0,Cash,Pending,Mobile App,1.0,Fast delivery
10167,Vikram Sharma,vikramsharma663@example.com,9815922437,Other,48.0,Hyderabad,Telangana,Student,ORD-100166,2025-09-24,Printer,Electronics,4.0,2499.0,0.0,9996.0,Credit Card,Completed,Social Media,5.0,Urgent
10168,Rahul Sharma,rahulsharma524@example.com,9973120912,Other,25.0,Jaipur,Rajasthan,Student,ORD-100167,2024-01-18,Webcam,Accessories,3.0,7999.0,0.1,21597.3,Debit Card,Completed,Website,5.0,Fast delivery
10169,Neha Singh,nehasingh416@example.com,9184846271,Female,43.0,Mysuru,Karnataka,Student,ORD-100168,2026-03-25,Printer,Electronics,3.0,2499.0,0.1,6747.3,Net Banking,Pending,Website,3.0,Fast delivery
10170,Arjun Joshi,arjunjoshi497@example.com,9160252954,Other,42.0,Bengaluru,Karnataka,Corporate,ORD-100169,2025-07-19,Smartphone,Electronics,3.0,3499.0,0.15,8922.45,Net Banking,Returned,Marketplace,3.0,Fast delivery
10171,Sneha Bhat,snehabhat287@example.com,9149995533,Male,61.0,Jaipur,Rajasthan,Consumer,ORD-100170,2025-05-01,Laptop,Electronics,2.0,1499.0,0.2,2398.4,Net Banking,Shipped,Website,2.0,Fast delivery
10172,Amit Sharma,amitsharma316@example.com,9274429624,Other,33.0,Hyderabad,Telangana,Small Business,ORD-100171,2024-03-19,External HDD,Storage,2.0,49999.0,0.15,84998.3,PayPal,Shipped,Store,4.0,Fast delivery
10173,Pooja Nair,vikramshetty247@example.com,9181623972,Female,56.0,Mumbai,Maharashtra,Student,ORD-100172,2025-03-23,Printer,Electronics,3.0,499.0,0.0,1497.0,Net Banking,Completed,Store,5.0,Urgent
10174,Neha Gowda,nehagowda399@example.com,9192013357,Other,36.0,Jaipur,Rajasthan,Corporate,ORD-100173,2025-07-11,Tablet,Electronics,4.0,999.0,0.1,3596.4,PayPal,Completed,Website,3.0,Fast delivery
10175,Manish Rao,manishrao103@example.com,9105578324,Female,46.0,Delhi,Delhi,Small Business,ORD-100174,2024-04-19,Webcam,Accessories,4.0,2499.0,0.1,8996.4,UPI,Completed,Mobile App,1.0,Fast delivery
10176,Divya Nair,divyanair101@example.com,9480012570,Other,25.0,Jaipur,Rajasthan,Small Business,ORD-100175,2024-01-27,Webcam,Accessories,5.0,3499.0,0.0,17495.0,Cash,Completed,Website,4.0,Urgent
10177,Arjun Rao,arjunrao399@example.com,9282001119,Female,35.0,Jaipur,Rajasthan,Small Business,ORD-100176,2025-12-02,Monitor,Electronics,5.0,7999.0,0.05,37995.25,UPI,Returned,Mobile App,1.0,Fast delivery
10178,Divya Reddy,divyareddy976@example.com,9364774064,Other,58.0,Kolkata,West Bengal,Student,ORD-100177,2024-09-14,Keyboard,Accessories,4.0,799.0,0.1,2876.4,Net Banking,Shipped,Mobile App,4.0,Good
10179,Pooja Nair,vikramreddy892@example.com,9453842723,Female,39.0,Bengaluru,Karnataka,Student,ORD-100178,2026-03-04,Tablet,Electronics,3.0,12999.0,0.15,33147.45,PayPal,Shipped,Mobile App,3.0,Customer happy
10180,Isha Rao,,9889065340,Other,58.0,Hyderabad,Telangana,Student,ORD-100179,2024-11-22,Smartwatch,Electronics,3.0,999.0,0.15,2547.45,Net Banking,Pending,Website,4.0,Customer happy
10181,Pooja Nair,,9924223452,Female,19.0,Mumbai,Maharashtra,Student,ORD-100180,2024-03-07,External HDD,Storage,2.0,12999.0,0.2,20798.4,PayPal,Pending,Marketplace,3.0,Fast delivery
10182,Arjun Iyer,arjuniyer268@example.com,9807233980,Male,63.0,Kolkata,West Bengal,Student,ORD-100181,2024-09-04,USB Hub,Accessories,4.0,999.0,0.1,3596.4,Cash,Completed,Marketplace,5.0,Fast delivery
10183,Akash Verma,,9853374076,Other,56.0,Jaipur,Rajasthan,Consumer,ORD-100182,2026-03-20,Printer,Electronics,4.0,7999.0,0.05,30396.2,Credit Card,Pending,Store,2.0,Fast delivery
10184,Isha Sharma,ishasharma20@example.com,9205877984,Female,32.0,Mysuru,Karnataka,Corporate,ORD-100183,2024-04-18,USB Hub,Storage,4.0,2499.0,0.1,8996.4,Cash,Cancelled,Marketplace,4.0,Fast delivery
10185,Akash Rao,akashrao312@example.com,9546650213,Male,25.0,Jaipur,Rajasthan,Corporate,ORD-100184,2024-04-17,Headphones,Accessories,3.0,499.0,0.15,1272.45,UPI,Cancelled,Store,4.0,Fast delivery
10186,Kiran Das,kirandas723@example.com,9585811477,Female,22.0,Ahmedabad,Gujarat,Small Business,ORD-100185,2026-01-09,Mouse,Accessories,4.0,799.0,0.15,2716.6,Credit Card,Completed,Website,3.0,Fast delivery
10187,Sneha Joshi,snehajoshi173@example.com,9455397438,Other,45.0,Delhi,Delhi,Student,ORD-100186,2025-07-19,Webcam,Accessories,2.0,7999.0,0.05,15198.1,Debit Card,Returned,Mobile App,2.0,Fast delivery
10188,Divya Verma,divyaverma449@example.com,9517509245,Male,63.0,Bengaluru,Karnataka,Corporate,ORD-100187,2025-08-29,Webcam,Accessories,5.0,1499.0,0.15,6370.75,Debit Card,Cancelled,Website,5.0,Good
10189,Shreya Kumar,shreyakumar696@example.com,9625579419,Other,58.0,Pune,Maharashtra,Small Business,ORD-100188,2024-09-25,Mouse,Accessories,2.0,4999.0,0.0,9998.0,Net Banking,Returned,Social Media,4.0,Fast delivery
10190,Pooja Nair,snehagowda614@example.com,9191001735,Male,26.0,Pune,Maharashtra,Small Business,ORD-100189,2025-09-21,Smartwatch,Wearables,5.0,999.0,0.1,4495.5,Credit Card,Pending,Store,1.0,Fast delivery
10191,Kavya Rao,kavyarao598@example.com,9512005439,Female,42.0,Delhi,Delhi,Student,ORD-100190,2024-05-21,Printer,Electronics,4.0,3499.0,0.2,11196.8,PayPal,Shipped,Mobile App,5.0,Fast delivery
10192,Pooja Nair,meerareddy896@example.com,9485515372,Male,49.0,Delhi,Delhi,Corporate,ORD-100191,2024-02-24,Headphones,Accessories,3.0,4999.0,0.2,11997.6,Debit Card,Returned,Social Media,5.0,Fast delivery
10193,Meera Verma,meeraverma588@example.com,9133136428,Male,36.0,Ahmedabad,Gujarat,Consumer,ORD-100192,2024-03-25,Tablet,Electronics,3.0,4999.0,0.05,18996.2,UPI,Pending,Social Media,3.0,Fast delivery
10194,Sanjay Mehta,sanjaymehta284@example.com,9932271276,Other,41.0,Ahmedabad,Gujarat,Consumer,ORD-100193,2024-04-26,Printer,Electronics,5.0,799.0,0.2,3196.0,PayPal,Returned,Social Media,2.0,Urgent
10195,Sneha Rao,sneharao892@example.com,9976955647,Male,46.0,Hyderabad,Telangana,Consumer,ORD-100194,2024-12-22,Keyboard,Accessories,1.0,4999.0,0.1,4499.1,Debit Card,Pending,Social Media,3.0,Fast delivery
10196,Isha Joshi,ishajoshi221@example.com,9964835149,Male,54.0,Kolkata,West Bengal,Small Business,ORD-100195,2026-04-13,Headphones,Accessories,5.0,999.0,0.05,4745.25,Net Banking,Cancelled,Social Media,5.0,Fast delivery
10197,Amit Rao,amitrao844@example.com,9202247242,Male,44.0,Chennai,Tamil Nadu,Consumer,ORD-100196,2025-11-26,Keyboard,Electronics,5.0,1999.0,0.2,7996.0,UPI,Pending,Mobile App,2.0,Fast delivery
10198,Amit Iyer,amitiyer657@example.com,9388532840,Other,44.0,Hyderabad,Telangana,Student,ORD-100197,2025-08-14,USB Hub,Accessories,5.0,4999.0,0.05,23745.25,Cash,Completed,Website,4.0,Fast delivery
10199,Rohit Rao,,9931221434,Other,23.0,Pune,Maharashtra,Student,ORD-100198,2024-01-03,Smartwatch,Wearables,4.0,2499.0,0.1,7996.8,PayPal,Cancelled,Website,5.0,Urgent
10200,Kiran Verma,kiranverma570@example.com,,Male,54.0,Hyderabad,Telangana,Student,ORD-100199,2024-12-11,Smartwatch,Wearables,3.0,2499.0,0.1,6747.3,UPI,Completed,Website,1.0,Fast delivery
10201,Sanjay Sharma,sanjaysharma217@example.com,9839369897,Male,59.0,Mumbai,Maharashtra,Small Business,ORD-100200,2025-03-14,Headphones,Storage,4.0,4999.0,0.0,19996.0,Debit Card,Cancelled,Website,3.0,Customer happy
10202,Arjun Gowda,arjungowda726@example.com,9910924352,Female,45.0,Delhi,Delhi,Consumer,ORD-100201,2026-01-13,Laptop,Electronics,4.0,19999.0,0.1,71996.4,Credit Card,Completed,Website,2.0,Urgent
10203,Arjun Kumar,arjunkumar18@example.com,9846891707,Female,25.0,Mysuru,Karnataka,Student,ORD-100202,2024-01-10,Monitor,Electronics,5.0,19999.0,0.15,84995.75,PayPal,Pending,Marketplace,1.0,Fast delivery
10204,Pooja Nair,manishpatel401@example.com,9930496866,Male,59.0,Mumbai,Maharashtra,Corporate,ORD-100203,2024-05-20,Smartphone,Electronics,3.0,2499.0,0.1,6747.3,Credit Card,Shipped,Social Media,1.0,Fast delivery
10205,Ananya Nair,ananyanair640@example.com,9837194815,Female,31.0,Pune,Maharashtra,Consumer,ORD-100204,2025-02-25,Webcam,Accessories,2.0,19999.0,0.05,37998.1,Credit Card,Pending,Website,5.0,Fast delivery
10206,Manish Gowda,manishgowda96@example.com,,Other,56.0,Delhi,West Bengal,Small Business,ORD-100205,2025-10-22,Mouse,Accessories,2.0,1499.0,0.1,2698.2,PayPal,Completed,Store,2.0,Fast delivery
10207,Isha Das,ishadas929@example.com,9952312670,Male,42.0,Hyderabad,Telangana,Student,ORD-100206,2026-03-13,Webcam,Accessories,4.0,1999.0,0.0,7996.0,Credit Card,Pending,Marketplace,5.0,Good
10208,Nikhil Bhat,nikhilbhat869@example.com,9710293796,Female,42.0,Bengaluru,Karnataka,Corporate,ORD-100207,2026-05-31,Mouse,Wearables,3.0,999.0,0.15,2547.45,Cash,Completed,Website,5.0,Good
10209,Rahul Reddy,rahulreddy653@example.com,9865179645,Other,44.0,Hyderabad,Telangana,Student,ORD-100208,2024-10-20,Laptop,Electronics,3.0,3499.0,0.2,2799.2,PayPal,Returned,Website,5.0,Fast delivery
10210,Isha Kumar,ishakumar837@example.com,9266834924,Other,38.0,Chennai,Tamil Nadu,Student,ORD-100209,2024-07-27,Smartphone,Electronics,3.0,799.0,0.2,1917.6,Net Banking,Completed,Store,4.0,Fast delivery
10211,Neha Sharma,nehasharma633@example.com,9159086532,Female,60.0,Hyderabad,Telangana,Corporate,ORD-100210,2025-09-18,Smartphone,Electronics,4.0,3499.0,0.15,2716.6,Credit Card,Completed,Mobile App,1.0,Fast delivery
10212,Meera Gowda,meeragowda777@example.com,9938725480,Female,64.0,Jaipur,Rajasthan,Consumer,ORD-100211,2024-05-09,Printer,Electronics,3.0,999.0,0.1,2697.3,Credit Card,Cancelled,Marketplace,3.0,Fast delivery
10213,Arjun Reddy,arjunreddy378@example.com,9159527291,Female,54.0,Mysuru,Karnataka,Corporate,ORD-100212,2025-06-07,USB Hub,Accessories,1.0,4999.0,0.15,4249.15,UPI,Pending,Store,1.0,Fast delivery
10214,Sneha Singh,snehasingh493@example.com,9490816787,Female,27.0,Jaipur,Rajasthan,Corporate,ORD-100213,2024-02-17,Laptop,Electronics,1.0,499.0,0.05,474.05,Credit Card,Shipped,Marketplace,2.0,Customer happy
10215,Neha Verma,nehaverma524@example.com,9822977979,Female,29.0,Delhi,Maharashtra,Corporate,ORD-100214,2024-05-02,Keyboard,Accessories,1.0,12999.0,0.1,11699.1,Net Banking,Completed,Marketplace,3.0,Urgent
10216,Pooja Shetty,,9315469014,Female,54.0,Chennai,Tamil Nadu,Small Business,ORD-100215,2024-01-09,Mouse,Accessories,1.0,7999.0,0.15,6799.15,PayPal,Shipped,Mobile App,4.0,Customer happy
10217,Akash Nair,akashnair964@example.com,9540272920,Male,32.0,Hyderabad,Telangana,Small Business,ORD-100216,2024-01-07,Webcam,Accessories,5.0,1499.0,0.05,7120.25,PayPal,Completed,Website,1.0,Fast delivery
10218,Manish Iyer,manishiyer513@example.com,9164311845,Male,63.0,Chennai,Tamil Nadu,Small Business,ORD-100217,2025-05-03,Smartphone,Electronics,2.0,7999.0,0.1,14398.2,Credit Card,Completed,Mobile App,5.0,Urgent
10219,Kavya Nair,kavyanair849@example.com,9523431477,Male,55.0,Mumbai,Maharashtra,Consumer,ORD-100218,2025-10-14,External HDD,Storage,1.0,7999.0,0.1,7599.05,Cash,Pending,Mobile App,3.0,Customer happy
10220,Amit Bhat,amitbhat249@example.com,9180195016,Male,26.0,Kolkata,West Bengal,Consumer,ORD-100219,2024-10-05,Webcam,Accessories,3.0,2499.0,0.15,6372.45,Debit Card,Completed,Mobile App,4.0,Urgent
10221,Amit Verma,amitverma484@example.com,9384550090,Male,23.0,Mumbai,Maharashtra,Corporate,ORD-100220,2024-11-11,Printer,Electronics,3.0,1499.0,0.15,3822.45,PayPal,Cancelled,Social Media,4.0,Fast delivery
10222,Amit Kumar,amitkumar60@example.com,9827120114,Female,34.0,Mumbai,Maharashtra,Corporate,ORD-100221,2025-06-09,Webcam,Accessories,2.0,2499.0,0.1,4248.3,Credit Card,Pending,Marketplace,5.0,Fast delivery
10223,Shreya Singh,shreyasingh73@example.com,9991605503,Male,26.0,Mumbai,Maharashtra,Corporate,ORD-100222,2024-01-13,Smartwatch,Wearables,1.0,999.0,0.0,999.0,Cash,Cancelled,Website,5.0,Fast delivery
10224,Rohit Bhat,,9198761306,Female,25.0,Mumbai,Maharashtra,Consumer,ORD-100223,2026-04-08,Laptop,Wearables,1.0,1499.0,0.15,1274.15,Cash,Completed,Mobile App,5.0,Urgent
10225,Manish Nair,manishnair940@example.com,,Female,35.0,Delhi,Karnataka,Student,ORD-100224,2024-08-07,Tablet,Electronics,4.0,999.0,0.1,3596.4,Debit Card,Completed,Social Media,5.0,Fast delivery
10226,Neha Joshi,nehajoshi99@example.com,9400407178,Female,26.0,Chennai,Tamil Nadu,Student,ORD-100225,2024-03-03,Smartwatch,Wearables,3.0,7999.0,0.15,27196.6,Net Banking,Shipped,Mobile App,5.0,Fast delivery
10227,Rahul Verma,rahulverma524@example.com,9445320116,Female,35.0,Delhi,Maharashtra,Corporate,ORD-100226,2025-08-02,Smartwatch,Wearables,5.0,4999.0,0.1,22495.5,Credit Card,Cancelled,Social Media,2.0,Good
10228,Rohit Sharma,rohitsharma112@example.com,9366134484,Other,33.0,Ahmedabad,Gujarat,Student,ORD-100227,2024-06-12,Webcam,Electronics,3.0,12999.0,0.05,37047.15,Credit Card,Completed,Mobile App,5.0,Fast delivery
10229,Manish Gowda,,9849070816,Female,55.0,Delhi,Delhi,Consumer,ORD-100228,2026-04-05,Headphones,Accessories,2.0,12999.0,0.1,23398.2,PayPal,Cancelled,Social Media,5.0,Fast delivery
10230,Akash Singh,akashsingh102@example.com,9160309911,Male,56.0,Ahmedabad,Gujarat,Corporate,ORD-100229,2024-02-08,Printer,Electronics,3.0,999.0,0.15,2547.45,Credit Card,Shipped,Marketplace,1.0,Customer happy
10231,Isha Singh,ishasingh161@example.com,9729866807,Other,27.0,Delhi,Delhi,Consumer,ORD-100230,2024-01-23,Mouse,Accessories,2.0,2499.0,0.0,4998.0,Net Banking,Cancelled,Website,3.0,Fast delivery
10232,Manish Mehta,manishmehta759@example.com,9569083854,Other,49.0,Mumbai,Maharashtra,Small Business,ORD-100231,2024-06-10,Mouse,Accessories,3.0,2499.0,0.05,7122.15,Debit Card,Shipped,Social Media,3.0,Fast delivery
10233,Akash Iyer,akashiyer191@example.com,9882576281,Male,62.0,Delhi,Delhi,Student,ORD-100232,2024-05-10,Tablet,Electronics,3.0,49999.0,0.1,134997.3,Net Banking,Completed,Mobile App,5.0,Customer happy
10234,Isha Singh,ishasingh89@example.com,9355546183,Female,38.0,Mysuru,Karnataka,Small Business,ORD-100233,2026-02-02,Smartphone,Electronics,4.0,999.0,0.1,3596.4,PayPal,Completed,Store,4.0,Good
10235,Rohit Singh,rohitsingh120@example.com,,Male,21.0,Hyderabad,Telangana,Student,ORD-100234,2026-03-16,Webcam,Electronics,1.0,2499.0,0.1,2249.1,Cash,Returned,Mobile App,4.0,Urgent
