Employee_ID,Employee_Name,Email,Phone,Gender,Date_of_Birth,Age,Department,Job_Title,Employment_Type,Joining_Date,Location,Education,Experience_Years,Annual_Salary,Bonus,Performance_Rating,Manager,Employee_Status,Marital_Status,Leave_Days,Job_Satisfaction,Overtime_Hours,Notes
51081,Pooja Patel,pooja.patel8@company.com,9165962209, Other ,2005-06-30,60,sales,DATA ANALYST,Full Time,2022-07-20 00:00:00,Bengaluru,Master's,11.6,2116002,423200.4,Excellent,Vikram Singh,Active,Married,14,4,27.0,Needs training
50666,kavya patel,kavya.patel24@company.com,9262433261,Male,1970-04-22,56,IT,HR Executive,Contract,2025-02-18 00:00:00,Mumbai,Master's,1.3,1554471,310894.2,Good,Vikram Singh,oN lEAVE,Divorced,2,3,8.0,Fast learner
50572,Rohit Joshi,rohit.joshi70@company.com,9429501441,F,1989-10-20,46,Sales,Software Engineer,Part Time,2021-03-31 00:00:00,Hyderabad,Bachelor's,6.1,,197709.6,Average,Sneha Patel,Active,Married,30,4,16.0,Fast learner
50999, ,divya.patel82@company.com,9596291504,Male,1987-08-21,32,Finance  ,Marketing Analyst,Part Time  ,2023-12-29 00:00:00,noida,mASTER'S,17.3,1887699,94384.95,Good,Priya Sharma,Resigned,Single,25,1,28.0,
50415,Akash Reddy,akash.reddy11@company.com,9744807451,Male,1988-11-12,23,Sales,Sales Executive,Contract,2020-10-11 00:00:00,Kolkata,PhD,9.7,2171711,217171.1,Excellent,Anil Kumar,Inactive,Married,28,4,34.0,Good performer
51019,Sneha Joshi,sneha.joshi2@company.com,9107345677,Female,1969-01-24,36,Sales,Marketing Analyst,Intern,2024-03-15 00:00:00,Mumbai,PhD,7.3,50000000,256124.4,Good,Priya Sharma,On Leave,Married,1,1,23.0,
50564,Shreya Gowda,shreya.gowda2@company.com,9691631021,Female,1979-12-12,27,CUSTOMER SUPPORT,hr executive,Intern,2025-08-23 00:00:00,Pune,PhD,13.1,414221,62133.15,Needs Improvement,VIKRAM SINGH,On Leave,Divorced,0,3,42.0,Good performer
51009,Vivek  Rao,vivek.rao59@company.com,9431414265,Female,1997-05-02,60,Sales,Marketing Analyst,Full Time,2024-10-28 00:00:00,Hyderabad,Master's,14.2,401929,40192.9,Good,Priya Sharma,On Leave, Divorced ,4,5,1.0,
50478,Manish Joshi, manish.joshi94@company.com ,9283902395,Male,1965-11-24,55,Customer Service,HR Executive,Contract,2024-07-27 00:00:00,Hyderabad,Bachelor's,14.1,"547,692",0.0,gOOD,Priya Sharma,Inactive,Single,30,3,9.0,
51124,Amit Nair,amit.nair99@company.com,9210783258,Male,1974-10-16,60,Customer Support,Business Analyst,Contract,2019-11-15 00:00:00,Chennai,DIPLOMA,50,599618,119923.6,Good,Sneha Patel,Inactive,Married,29,4,44.0,Good performer
50114,Divya Rao, divya.rao49@company.com,9523794890,Male,1968-04-15,,Procurement,Marketing Analyst,contractual,2022-08-29 00:00:00,Pune,Master's,0.4,1365709,273141.8,Average,Meera Nair,RESIGN,Married,23,1,5.0,
50007,Rahul Joshi,rahul.joshi16@company.com,9766873846,Male,2000-08-10,52,IT,Software Engineer,part time,2021-03-25 00:00:00,Bengaluru,Diploma,12.0,759753,113962.95,Needs Improvement,Meera Nair,Inactive,Divorced,14,4,37.0,
50496,Rahul Singh,rahul.singh16@company.com,9794207912,Male,1973-03-14,61,Operations,Data Analyst,Part Time,2025-05-01 00:00:00,Noida,Master's,9.2,1464514,117161.12,Excellent,aNIL kUMAR,Active,Divorced,1,3,-5,
50474,Isha Singh,isha.singh73@company.com,9879125830,Female,1992-01-29,65,Customer Support,Software Engineer,Intern,2020-10-25 00:00:00,Gurugram,PhD,7.3,,37804.5,EXCELLENT,Priya Sharma,On Leave,Single,19,2,20.0,Needs training
50136,Kiran Verma,kiran.verma42@company.com,9975435547,Male,1970-01-22,36,Procurement,Business Analyst,Intern,2019-08-18 00:00:00,Pune,Master's,0.7,"734,581",58766.48,Excellent,Priya Sharma,Resigned,Divorced,29,3,28.0,Needs training
50128,Rahul Gowda,rahul.gowda62@company.com,9477110138,Male,1975-05-11,29,Procurement,Financial Analyst,full-time,2023-09-16 00:00:00,Pune,Diploma,13.1,1826052,365210.4,Needs Improvement,RAHUL RAO,Active,Married,19,4,8.0,
50043,Kiran Singh,kiran.singh83@company.com,9146820256,Female,1965-04-30,34,Marketing,Business Analyst,Part  Time,2022-03-21 00:00:00,Gurugram,Master's,8.9,1535509,0.0, Average ,Priya Sharma,Resigned,Married,5,2,2.0,Good performer
51078,Rahul Singh,rahul.singh88@company.com  ,9392104024,Female,1965-09-23,44,IT, Marketing Analyst ,Intern,2025-07-06 00:00:00, Pune, Diploma ,-2,1649923,247488.45,Average,Rahul Rao,Active,Single,15,3,16.0,
50200,Akash Patel,akash.patel6@company.com,9809448224,Male,2008-04-27,60,Procurement, Marketing Analyst,part-time,2019-04-10 00:00:00,Gurugram,Diploma,12.2,1886473,188647.3,Good,Rahul Rao,Active,SINGLE,0,,4.0,
50340,nikhil joshi,nikhil.joshi59@company.com,9575194601,Other,1978-10-26,63,Operations,HR Executive,Part time,2022-03-13 00:00:00, Pune,Diploma,9.0,1523881,0.0,Excellent,Priya Sharma,Inactive,Divorced,7,3,44.0,Good performer
50589,Kavya Gowda,kavya.gowda93@company.com,9234213687,Other,1976-03-31,35 years, Operations,HR Executive,Part Time,2020-08-30 00:00:00,Hyderabad,Master's,8.0, 1491201 ,74560.05,Average,Priya Sharma,Active,Single,30,1,20.0,
50924,Vivek Sharma,vivek.sharma47@company.com,9992284185,Male,1990-09-07,48, Customer Support,Data Analyst,Intern,2022-10-29 00:00:00,Chennai,Bachelor's,13.7,960998,48049.9,Excellent,Vikram Singh,Resigned,Married,3,3,24.0,Fast learner
50737, Manish Joshi ,manish.joshi72@company.com,9854935964,Male,1976-05-13,21,IT,Operations Executive,Part Time,2023-08-01 00:00:00,Pune,Master's,14.1,1723620,172362.0,Excellent,Sneha Patel,On Leave,Divorced,13,3,150,Fast learner
50244,Pooja Joshi,pooja.joshi38@company.com,9485289144,Female,1970-11-27,32,Finance,Marketing Analyst,Contract,2023-02-10 00:00:00,Noida,Diploma,13.1, 546248 ,43699.84,Good ,Anil Kumar,Inactive,Single,34,5,38.0,
50426,Neha Kumar,invalid-email,9457648537,Female,1974-04-30,22,Marketing,Operations Executive,Part Time,2026-02-15 00:00:00,Gurugram,Master's,8.1,1829042,365808.4, Excellent,Sneha Patel,Inactive, single ,26,5,3.0,Good performer
50938,Manish Mehta,manish.mehta88@company.com,9520257705,Male,1984-12-12,41,Finance,Support Specialist,INTERN,2019-01-14 00:00:00,Bengaluru,Diploma,17.8,595990,0.0,AVERAGE,Sneha Patel,Inactive,SINGLE,22,5,21.0,Needs training
50742,Amit Kumar,amit.kumar70@company.com,9256948465,Male,1971-02-09,150,Customer Support,Business Analyst,Full Time,2026-01-05 00:00:00,Chennai,Masters,11.1,1482395,74119.75,Needs Improvement,Rahul Rao,Resigned,Married,14,3,40.0,
50184,Nikhil Sharma,nikhil.sharma36@company.com,9249723494,Female,2006-05-13,50,Marketing,Support Specialist,Part Time,2023-08-20 00:00:00,Pune,Master's,1.9,1014623,101462.3,Excellent,Sneha Patel,On Leave,Divorced,7,1,21.0,Good performer
50296,PRIYA MEHTA,invalid-email,9333033384,Female,1978-05-11,57,Sales,Operations Executive,intern,2025-07-06 00:00:00,Kolkata,Bachelor's,5.5,645263,51621.04,Needs Improvement,Vikram Singh,Resigned,Married,33,3,12.0,Good performer
50333,Divya Reddy,divya.reddy70@company.com  ,9294856264,Female,1998-07-16,52,Operations,Account Executive,Contract,2019-05-21 00:00:00,Chennai,Diploma,11.5,734782,73478.2,Needs Improvement,Meera Nair,Inactive,Divorced,100,2,39.0,Fast learner
51107,Arjun Mehta,arjun.mehta74@company.com,9572304825,Male,2002-09-17,43,HR,HR Executive,full time,2020-03-10 00:00:00,Bengaluru,phd,12.0,1664645,0.0,good,Meera Nair,Resigned,Divorced,6,,33.0,Needs training
50757,Divya Gowda,divya.gowda17@company.com,9194763106,Male,2004-05-02,unknown,HR,Sales Executive,Intern,2024-03-06 00:00:00,mYSURU,PhD,6.8,276135,27613.5,Excellent,Vikram Singh,On Leave,SINGLE,29,1,41.0,Needs training
50091,Shreya Verma,shreya.verma32@company.com,9714874008,Female,1972-11-06,28,Finance,Sales Executive,Intern,2019-07-02 00:00:00,Kolkata,Diploma,4.5,1627088,,Needs Improvement,,Active,divorced,1,5,33.0,
50908,Priya Singh,priya.singh84@company.com,9131722293,Other,1971-09-19,36,Operations,Sales Executive,internship,2024-01-23 00:00:00,Kolkata,Master's,10.6,1016984,101698.4,average, Vikram Singh , ,Married,29,3,23.0,
51028,Rahul Joshi,rahul.joshi64@company.com,9775239031,mALE,1994-12-07,31,Sales,Software Engineer,Full Time,2025-03-06 00:00:00,Hyderabad,PhD,,1764625,88231.25,Excellent,Rahul Rao, Resigned,Single,2,1,42.0,Fast learner
50341,Rohit Das,rohit.das92@company.com,9812371770,Other,1971-07-19,40,PROCUREMENT,Financial Analyst,Full Time  ,2022-04-20 00:00:00,Mysuru,PhD,6.9,895788,71663.04,Needs Improvement,Rahul Rao,RESIGN,Married,2,1,19.0,
50219,Sneha Nair,sneha.nair38@company.com,9317920651,Other,2001-06-09,44,Customer Support,Support Specialist  ,Contract,2020-09-06 00:00:00,Pune,BACHELORS,8.5,2118178,423635.6,NEEDS IMPROVEMENT,Sneha Patel,Inactive,single,8,1,19.0,
50714,Manish Nair,manish.nair87@company.com,9661921807,F,1976-05-05,29,Marketing,Data Analyst,Part Time,2020-09-20 00:00:00,Chennai,Diploma,15.2,1838471,275770.65,Excellent,Vikram Singh,Inactive,Divorced,1,2,8.0,
50733,Priya Reddy,priya.reddy63@company.com,9596322619,Female,2001-01-22,41,Operations,Sales Executive,Intern,2020-10-06 00:00:00,Gurugram,Bachelor's,15.9,859739,68779.12,Excellent,Vikram Singh,On Leave,Divorced,33,1,14.0,Good performer
50080,Priya Nair,priya.nair70@company.com,9659331584,Other,1967-09-14,60,Procurement,Sales Executive,Contract,2026-04-05 00:00:00, MUMBAI,Diploma,2.2,50000000,73775.55,Excellent,Anil Kumar,Inactive,Single,9,3,11.0,
50050,Divya Kumar,divya.kumar75@company.com,9234256254,Female,2003-01-11,42,Procurement, SALES EXECUTIVE ,Contract  ,2023-10-30 00:00:00,Bengaluru,Diploma,10.1, 1645384 ,164538.4,good,Meera Nair,On Leave,Divorced,32,3,22.0,
50175,Ananya Sharma,ananya.sharma34@company.com,9790732678,Female,2003-02-08,24,Customer Support,Operations Executive,pART tIME,2022-12-28 00:00:00,,Diploma,10.6,1256200,251240.0,Average,Anil Kumar,Inactive,Married,11,2,1.0,Needs training
50748,Priya Sharma,priya.sharma59@company.com,9380330975,Other,1974-02-02,150,Sales,Financial Analyst,Full Time,2021-08-21 00:00:00,Delhi,Bachelor's,14.6,790089,158017.8,Excellent,Sneha Patel,Active,Single,6,1,33.0,Needs training
50280,Divya Patel,divya.patel48@company.com,9125337546,OTHER,2002-05-11,25,Procurement,Sales Executive,Part Time,2024-11-20 00:00:00,Kolkata,Master's,11.4,707330,70733.0,Good,Sneha Patel,On Leave,Divorced,23,1,19.0,
51122,akash patel,akash.patel90@company.com,98261 34547,Male,2003-01-16,63,Sales,Data Analyst,Intern,2026-08-25 00:00:00,Hyderabad,Bachelor's,8.7,1639255,327851.0,Needs Improvement,Rahul Rao,Active,Single,1,5,45.0,Fast learner
50240,Isha Rao,isha.rao65@company.com,9562010861,Other,1978-08-04,21,IT,Operations Executive,Part Time,2022-08-04 00:00:00,Mysuru,PhD,2.9,,189899.4,good,Priya Sharma,Resigned,Single,23,1,32.0,
50850, Shreya Reddy,shreya.reddy73@company.com,9355301662,,1973-04-18,46,sales,Financial Analyst,Contract,2023-08-03 00:00:00,Pune,PhD,7.2,350553,17527.65,Good,Sneha Patel,Active,Divorced,22,3,42.0,Fast learner
50728,Rohit Reddy,rohit.reddy55@company.com,9615878340,Female,1985-12-16,56,Operations,Software Engineer,Contract,2024-11-17 00:00:00,Gurugram,Master's,14.3,1432284,0.0,Needs Improvement,Anil Kumar,Resigned,Single,10,2,26.0,
50397,Divya Sharma,divya.sharma51@company.com,9970248292,Other,1985-06-22,62,hr,Data Analyst,Full Time,2025-10-18 00:00:00,Hyderabad,Diploma,2.4,2102041,210204.1,Needs Improvement,meera nair,Inactive,divorced,1,3,31.0,
50969,Vivek Rao,vivek.rao10@company.com,9929007953,Female,1991-01-12,31,Procurement,Financial Analyst,iNTERN,2023-12-28 00:00:00,Gurugram,mASTER'S,1.9,945028,94502.8,Excellent,Sneha Patel,Resigned,Single,18,5,13.0,
50243,Vivek Gowda, vivek.gowda35@company.com ,9768033641,Other,1993-12-26,45,HR,Software Engineer,,2026-03-31 00:00:00,Pune,Bachelor degree,50,1774858,141988.64,Needs Improvement,Rahul Rao,Active,sINGLE,21,3,150,
50234,Meera Mehta,meera.mehta88@company.com,9818700074,Male,1967-10-29,64,marketing,Business Analyst,Contract,2023-07-10 00:00:00,Gurugram,PhD,9.6,1643862,,Excellent,Rahul Rao,On Leave,Divorced,26,1,22.0,Fast learner
50484,Shreya Kumar,shreya.kumar59@company.com,98831 08634,Female,2004-10-26,0,fINANCE,hr eXECUTIVE,Full Time,2020-03-05 00:00:00,Kolkata,PhD,9.7,1594491,127559.28,Average,Priya Sharma,Inactive,MARRIED,31,2,23.0,
51003,Nikhil Mehta,nikhil.mehta95@company.com,9449545560,Female,1969-09-07,35,HR,Business Analyst,Part Time,2019-02-08 00:00:00,Kolkata,Bachelor's,7.9,686932,137386.4,Needs Improvement,Vikram Singh,Active,Married,10,3,14.0,
50440,Divya Singh,divya.singh60@company.com,9806180331,Male,2000-02-08,29,IT,Operations Executive,Full Time,2020-03-31 00:00:00,Bengaluru,Master's,17.0,1599644,159964.4,Excellent,Anil Kumar,On Leave,Single,6,5,44.0,Good performer
50028,Sneha Kumar,sneha.kumar27@company.com,9750775672,Other,1979-10-21,28,Information Technology,Marketing Analyst,,,Gurugram,Bachelor degree,1.9,,96956.32,Needs Improvement,anil kumar,Inactive,Divorced,32,2,30.0,Needs training
50010,Priya  Singh,priya.singh83@company.com,9684938506,Male,1994-01-13,46,HR,Support Specialist,Full Time,2020-12-11 00:00:00,Delhi,Master's,14.1,334868,50230.2,EXCELLENT,Priya Sharma,Inactive,Married,17,6,34.0,
50247,Kiran Sharma,kiran.sharma34@company.com,9600369396,OTHER,1995-09-23,44,HR,HR Executive,Contract,2022-08-12 00:00:00,Pune,Master's,5.8,909032,0.0,Excellent,Rahul Rao,On Leave,Married,30,3,10.0,Fast learner
50119,Ananya Kumar,ananya.kumar60@company.com,9148736776,Other,1991-10-07,30,Customer Support,Marketing Analyst,Part Time,2025-01-21 00:00:00,Gurugram,PhD,3.8,,84385.2,Good,Sneha Patel,INACTIVE,Single,26,5,0.0,Needs training
50087,Divya Mehta,divya.mehta22@company.com,9407296730,Female,1965-07-15,51,Operations,Data Analyst,Part Time,2023-01-12 00:00:00,Chennai,Master's,13.6,879474,87947.4,Average,Anil Kumar,Inactive,Divorced,31,3,16.0,
50428,Kavya Sharma,kavya.sharma60@company.com,9576869532,Female,2005-03-04,35 years,HR,Operations Executive,Part Time,2024-08-08 00:00:00,Pune,PhD,12.6,1912598,382519.6,Average,Vikram Singh,Resigned,Single,35,3,,Fast learner
50412,Priya Patel,priya.patel28@company.com,9945030736,Female,2000-09-17,60,IT,Data Analyst,Contract,2021-03-21 00:00:00,Kolkata,PhD,17.8,855818,85581.8,Excellent,Sneha Patel,Active,Single,27,4,5.0,
50452,Sanjay Kumar,sanjay.kumar54@company.com,9366921150,Male,1982-01-15,26,Sales,Financial Analyst,Part Time,2023-09-28 00:00:00,Bengaluru,Bachelor's,15.3,1608723,241308.45,Good,Meera Nair, ,Married,,5,28.0,
50351,Manish Verma,manish.verma33@company.com,9902346750,Other,1989-08-01,50,Sales,Data Analyst,Full Time,,Bengaluru,PhD,5.0,426252,85250.4,Excellent,Vikram Singh,Resigned,Divorced,30,1,39.0,
50756,Kavya Mehta,KAVYA.MEHTA8@COMPANY.COM,9558704320, Female ,1998-02-07,150,IT,Business Analyst,Intern,2023-05-09 00:00:00,Mysuru,Bachelor's,16.4,1470456,220568.4,Needs Improvement,Vikram Singh,Active,Divorced,1,3,26.0,Fast learner
50016,Ananya Patel,ananya.patel67@company.com,9480148254,Other,1970-04-22,59,IT,Sales Executive,Intern,2019-06-02 00:00:00,Mysuru,Master's,6.4,503574,50357.4,Needs Improvement,Priya Sharma,Resigned,Divorced,14,2,150,
50503,Kiran Joshi,kiran.joshi52@company.com,9442866564,Male,1998-10-06,33,Procurement,Software Engineer,Part Time,2019-08-30 00:00:00,Bengaluru,Bachelor's,4.2,1672234,,Needs Improvement,Meera Nair,inactive,Married,27,1,41.0,Good performer
50362,Rahul Patel,rahul.patel59@company.com,9784506908,Other,1971-09-17,35,Operations,Operations Executive,Intern,2021-05-26 00:00:00,Pune,Master's,15.4,613102,122620.4,Needs Improvement,Anil Kumar,Inactive,Married,29,2,33.0,Needs training
51184,Rahul Singh,rahul.singh64@company,9538600726, Other ,2005-04-20,39,SALES,Software Engineer,Part Time,2019-07-26 00:00:00,Noida,PhD,8.8,397025,,Good,Anil Kumar,Resigned,Single,13,1,33.0,Needs training
51191,Sanjay Gowda,sanjay.gowda59@company.com,9289829653,Female,1965-11-02,41,Marketing,Sales Executive,FULL TIME,2025-09-11 00:00:00,Gurugram,Bachelor's,,785399,"₹157,079",poor,Priya Sharma,Inactive,Divorced,30,2,20.0,Fast learner
50415,Akash Reddy,akash.reddy11@company.com,9744807451,Male,1988-11-12,23,Sales,Sales Executive,Contract,2020-10-11 00:00:00,Kolkata,PhD,9.7,2171711,217171.1,Excellent,Anil Kumar,Inactive,Married,28,4,34.0,Good performer
50664,Arjun Singh,arjun.singh64@company.com,9383606406,Female,1974-04-24,35,Finance,Financial Analyst,Full Time,2022-10-07 00:00:00,Mysuru,PhD,7.4,712222,106833.3,Excellent,Meera Nair,Active,Married  ,8,2,17.0,
50868,Rahul Kumar,rahul.kumar58@company.com,9232273497,Male,1986-03-07,53,HR,Business  Analyst,Contract,2021-04-06 00:00:00,Pune,Diploma,6.5,898211,71856.88,EXCELLENT,Anil Kumar,Active,Married,31,4,8.0,
50542,Isha Patel,isha.patel78@company.com,9474732760,Other,1972-02-27,29,Marketing,Business Analyst,Full Time,2022-06-11 00:00:00,Chennai,PhD,7.9,1573171,314634.2,Good,Meera Nair,Active,Single,26,5,37.0,Needs training
51032,Rohit Patel,rohit.patel98@company.com,9127312276,Male,2007-04-26,65,Customer Support,Operations Executive,Part Time,2026-07-04 00:00:00,Chennai,Bachelor's,14.0,1063328,53166.4,Good,Anil Kumar,On Leave,Married,,4,35.0,
51056,Divya Nair,divya.nair23@company.com,9243882701,Female,2001-12-26,61,Operations,fINANCIAL aNALYST,Part  Time,2023-03-30 00:00:00,Chennai,Diploma,17.0,1007770,80621.6,Needs Improvement,Vikram Singh,Inactive,divorced,33,2,27.0,
50552,VIVEK SHARMA,vivek.sharma69@company.com,9134855628,,1992-04-11,55,IT,Software Engineer,Full Time,2024-03-18 00:00:00,Chennai,PhD,0.4,1183958,94716.64,Good,,Inactive,Divorced,30,4,28.0,Needs training
50474,Isha Singh,isha.singh73@company.com,9879125830,Female,1992-01-29,65,Customer Support,Software Engineer,Intern,2020-10-25 00:00:00,Gurugram,PhD,7.3,,37804.5,EXCELLENT,Priya Sharma,On Leave,Single,19,2,20.0,Needs training
50017,Amit Das,amit.das72@company.com,9526123484,Female,1997-03-05,27,HR,Sales Executive,,2025-01-26 00:00:00,Chennai,phd,7.5,1673932,133914.56,Good,Meera Nair,Active,Single,35,1,41.0,
50468,ISHA DAS,isha.das81@company.com,9683066717,Male,2007-08-24,21,HR, Account Executive,Intern,2024-03-01 00:00:00,Delhi,Bachelor degree,2.5,873353,131002.95,Good,Rahul Rao, ,Single,23,2,17.0,Fast learner
50951,Akash Verma,,+91-9545547239,Other,1988-11-02,43,Finance,Software Engineer,Part Time,2019-05-21 00:00:00,Pune,Master's,10.3,1719144,171914.4,Needs Improvement,Priya Sharma,Resigned,Single,21,,36.0,Good performer
50599,VIVEK MEHTA,vivek.mehta93@company.com,9180302189,Female,2004-01-07,49,Procurement,Financial  Analyst,Part Time,2025-10-12 00:00:00,Chennai,Masters,50,1124700,0.0,Excellent,Priya Sharma,Resigned,Married,1,5,0.0,Needs training
50940,Arjun Joshi,arjun.joshi70@company.com,9560418909,Male,2000-12-17,-3,Customer Service,Software Engineer,Intern,2022-01-20 00:00:00,Delhi,PhD,3.3,2003437,0.0,Average,Meera Nair  ,Resigned,Married,34,1,twenty,Needs training
50209,Meera Reddy,meera.reddy36@company.com,9887033866,Other,1987-01-02,42,IT,Financial Analyst,Intern,2023-05-01 00:00:00, Noida,Diploma,2.2,366186,0.0,Needs Improvement,Meera Nair,On Leave,Married,11,4,29.0,
50947,Vivek Sharma,vivek.sharma73@company.com,9319070959,Male,1990-05-12,49,Procurement,Software Engineer,Part Time,2022-08-31 00:00:00,Delhi,Bachelor's,3.7,1887974,0.0,Excellent,Priya Sharma,On Leave,Single,13,2,42.0,Fast learner
50530, Pooja Rao,pooja.rao6@company.com,9744019739,Female,1970-06-05,33,procurement,Account  Executive,Contract,2026-05-21 00:00:00,Mysuru,Diploma,14.6,,231024.0,Needs Improvement,Rahul Rao,oN lEAVE,Divorced,21,1,19.0,Fast learner
50001,Sneha Reddy,sneha.reddy14@company.com,9339749960,Other,1987-07-18,57,Customer Support,ACCOUNT EXECUTIVE,Fulltime,2024-09-27 00:00:00, Mysuru,PhD,4.3,1597272,239590.8,Excellent,Anil Kumar,On Leave,Single,28,1,43.0,
50724,Arjun Gowda,arjun.gowda22@company.com,9840883093,mALE,1965-05-21,55,Sales,Business Analyst,Contract,2021-11-27 00:00:00, Chennai,Master's,9.3,414430,33154.4,Excellent,Rahul Rao,On Leave,Single,21,2,29.0,Good performer
50892,Amit Verma,amit.verma88@company.com,9697876603,Other,2005-11-19,39,Operations,Software Engineer,part time,2025-12-10 00:00:00,Delhi,Bachelor's,13.1,"1,400,133",140013.3,Good,priya sharma,Inactive,Single,24,5,12.0,
50447,NIKHIL SHARMA,nikhil.sharma59@company.com,9214383937,Other,2003-05-12,39,Marketing,Software Engineer,Part Time,2024-11-21 00:00:00,Gurugram,Master's,8.2,1627262,81363.1,Excellent,Rahul Rao,Resigned,Married,14,2,3.0,Needs training
50259,Arjun Reddy,arjun.reddy83@company.com,9164873071,Female,1999-10-08,54, Procurement,Account Executive,,2019-10-13 00:00:00,Chennai,Master's,3.8,1959532,195953.2,Needs Improvement,Rahul Rao,Inactive,Single,32,5,15.0,Needs training
51039,Rahul Singh,rahul.singh85@company.com,9788145106,Female,1970-09-10,49,Marketing,HR Executive,Full Time,2023-10-04 00:00:00,Gurugram,PhD,50.0,1089087,54454.35,Excellent,Rahul Rao,Active, Divorced,,5,23.0,
50690, Kavya Patel,kavya.patel27@company.com,9199283869,Other,1967-03-21,20, operations ,Account Executive,Contract,2026-06-08 00:00:00,Pune,PhD,13.0,660895,52871.6,Needs Improvement,Sneha Patel,On  Leave,Single,21,five,26.0,Fast learner
50988,Isha Nair,isha.nair87@company.com,9786698260, Male ,2007-01-13,43,Finance,HR Executive,Part Time,2024-12-05 00:00:00,Chennai,Diploma,11.5,1488223,297644.6,Excellent,aNIL kUMAR,inactive,Married,9,2,33.0,Good performer
50142,Divya Mehta,divya.mehta39@company.com,9271786001,Male,1992-05-07,35,HR,Marketing Analyst,Part Time,2021-01-29 00:00:00,Pune,PhD,13.1,,41804.4,Excellent,Anil Kumar,Inactive,Divorced,21,4,36.0,
50430,Sanjay Verma,sanjay.verma44@company.com,9891093855,male,1989-08-08,41,IT,Data Analyst,Contract,,Bengaluru,Master's,0.4,1751728,87586.4,Needs Improvement,Vikram Singh,Active,Single,32,3,13.0,
50163,Neha Mehta,neha.mehta32@company.com,9516806800,Other,1978-11-06,43,HR  ,Operations Executive,Intern,2025-04-23 00:00:00,Gurugram,Bachelor's,0.9,1884776,150782.08,Excellent,Sneha Patel,Inactive,Divorced,22,5,27.0,Needs training
50809,Akash Mehta,akash.mehta12@company.com,9195738960,Other,1973-10-26,58,Marketing,operations executive,Part Time,2022-12-29 00:00:00,Delhi,Bachelor's,14.0,912684,182536.8,Average,Sneha Patel,Resigned,divorced,20,2,31.0,
50848,Kavya Verma,kavya.verma2@company.com,9655711954,Male,1985-07-09,24,IT,Business Analyst,Intern,2021-06-03 00:00:00,Gurugram,Diploma,5.4,2083210,208321.0,Excellent, Meera Nair,Inactive,Single,25,1,29.0,
50627,KAVYA REDDY,kavya.reddy15@company.com,9385332770, FEMALE ,1989-01-02,45,Procurement,Marketing Analyst,Intern,2022-04-16 00:00:00,Bengaluru,Master's,0.4,1484542,74227.1,Excellent,Vikram Singh,on leave,Divorced,6,1,30.0,
50152,Meera Das,meera.das36@company.com,9554356318,Female,1969-06-11,33,Information Technology,Marketing Analyst,Full Time,2024-02-24 00:00:00,Noida,PhD,17.4,1425902,71295.1,Average,Sneha Patel,on leave,Married,2,5,3.0,Good performer
51061,Ananya Singh,ananya.singh5@company.com,9640831294,Other,2000-01-11,51,Procurement,Support Specialist,Part  Time,2025-08-03 00:00:00,Mumbai,PhD,7.9,822102,123315.3,Average,Vikram Singh,Active,SINGLE,9,4,38.0,
50342,Priya Singh, priya.singh25@company.com,9499126614,Other,1997-05-18,29,Marketing,Data Analyst,Contract,2021-08-20 00:00:00,Noida,Bachelor's,12.3,1621033,81051.65,Excellent,Sneha Patel,Resigned,Single,1,4,15.0,Good performer
51090,Arjun Patel,arjun.patel92@company.com,9275211540,Female,1975-06-12,42,Customer Support,Support Specialist,Part Time,2025-05-04 00:00:00,Delhi,Bachelor's,2.8,1947273,155781.84,nEEDS iMPROVEMENT,Meera Nair,Resigned,Married,27,3,19.0,Needs training
50998,Isha Rao,isha.rao5@company.com,9112359997,Other,1988-05-23,33,Finance,Business Analyst,Contract,2019-03-11 00:00:00,Kolkata,Diploma,4.1,1453046,290609.2,Average,Sneha Patel,On Leave,Divorced,twenty,3,35.0,
50242,Priya Mehta,priya.mehta44@company.com,9685321058,Male,1966-07-25,37,Operations,Marketing Analyst,full time,2019-12-28 00:00:00,Gurugram,Diploma,15.2,572222,,Average,Meera Nair,Resigned,Divorced,1,2,7.0,Good performer
50395,Meera Kumar,meera.kumar54@company.com,9767650673,,1981-02-12,,Procurement,Business Analyst,Full  Time,2024-02-26 00:00:00,Mumbai,Diploma,1.0,745563,111834.45,Good,Sneha Patel,Active,Single,1,2,19.0,
50819,Shreya Patel,shreya.patel34@company.com,9934471634,Male,1968-04-02,57,HR,Financial Analyst,Contract,2026-01-11 00:00:00,Hyderabad,Bachelor's,7.1,,121322.4,Average,Sneha  Patel, On Leave,Single,26,5,24.0,
50678,Shreya Reddy,shreya.reddy1@company.com,98765ABCDE,Female,1967-07-24,35,Marketing,dATA aNALYST,Full Time,2023-04-13 00:00:00,Mysuru,PhD,13.1,563907,45112.56,Needs Improvement,Rahul Rao,On Leave,Single,16,3,21.0,Fast learner
50975,Manish Patel,manish.patel55@company.com,9533364726,F,1977-06-01,53,FINANCE,Financial Analyst,Contract,2025-01-30 00:00:00,Pune,Diploma,16.6,2088950,167116.0,Needs Improvement,Priya Sharma,Inactive,Married,34,1,28.0,
50165,Amit Sharma,amit.sharma16@company.com,9380770315,Other,1986-01-05,150,HR,Sales  Executive,Part Time,2022-08-27 00:00:00,Chennai,Bachelor's,0.2,1846770,0.0,Average,Anil Kumar,On Leave,Married,18,3,18.0,
