Employee_ID,Employee_Name,Email,Phone,Gender,Date_of_Birth,Age,Department,Job_Title,Employment_Type,Joining_Date,Location,Education,Experience_Years,Annual_Salary,Bonus,Performance_Rating,Manager,Employee_Status,Marital_Status,Leave_Days,Job_Satisfaction,Overtime_Hours,Notes
50620,Meera Sharma,,9886215863,Male,2000-12-30,27.0,Sales,Financial Analyst,Full Time,2022-01-13,Chennai,Diploma,7.3,1121019.0,224203.8,Good,Meera Nair,On Leave,Single,14.0,5.0,16.0,Good performer
50331,Shreya Mehta,shreya.mehta2@company.com,9949601959,Female,1984-06-03,62.0,Procurement,Business Analyst,Contract,2021-04-21,Mysuru,Bachelor's,9.5,1495980.0,224397.0,Excellent,Priya Sharma,On Leave,Married,10.0,2.0,8.0,Good performer
50655,Sneha Mehta,sneha.mehta15@company.com,9359520991,Female,2008-03-18,30.0,Marketing,Account Executive,Intern,2026-01-20,Hyderabad,Master's,1.7,689351.0,68935.1,Needs Improvement,Anil Kumar,Active,Married,5.0,1.0,21.0,Good performer
51132,Nikhil Kumar,nikhil.kumar98@company.com,9962823381,Other,1984-07-23,45.0,Customer Support,Operations Executive,Contract,2022-05-20,Mysuru,Bachelor's,0.7,1381091.0,0.0,Average,Priya Sharma,Resigned,Married,24.0,3.0,22.0,Good performer
50520,Pooja Verma,pooja.verma4@company.com,9256922498,Male,1987-11-15,62.0,Marketing,Account Executive,Contract,2024-11-23,Mumbai,Master's,15.4,615613.0,123122.6,Average,Vikram Singh,Resigned,Single,0.0,2.0,20.0,Good performer
51144,Nikhil Mehta,,9264330557,Female,1975-07-16,33.0,Marketing,HR Executive,Full Time,2022-12-23,Mumbai,PhD,2.5,1088965.0,217793.0,Needs Improvement,Meera Nair,Inactive,Single,1.0,4.0,39.0,Needs training
50376,Nikhil Reddy,nikhil.reddy5@company.com,9541489977,Female,1995-10-04,64.0,Procurement,Support Specialist,Intern,2024-01-29,Mysuru,PhD,5.4,1250032.0,62501.6,Good,Vikram Singh,Resigned,Married,29.0,2.0,0.0,Fast learner
50612,Neha Patel,neha.patel36@company.com,9477809419,Male,1993-04-30,35.0,Procurement,Operations Executive,Intern,2019-07-23,Bengaluru,Master's,5.9,414138.0,20706.9,Needs Improvement,Vikram Singh,Active,Single,16.0,4.0,25.0,Good performer
50727,Sanjay Joshi,sanjay.joshi78@company.com,9188662951,Male,1981-10-23,33.0,HR,Business Analyst,Contract,2023-07-20,Chennai,Diploma,9.1,1960454.0,392090.8,Excellent,Priya Sharma,Inactive,Divorced,20.0,1.0,10.0,Fast learner
50257,Isha Verma,isha.verma76@company.com,9899055034,Other,1969-05-01,0.0,Customer Support,Sales Executive,Intern,2023-12-23,Bengaluru,Diploma,5.3,995330.0,0.0,Average,Vikram Singh,Active,Divorced,15.0,3.0,11.0,Fast learner
50296,Priya Mehta,,9333033384,Female,1978-05-11,57.0,Sales,Operations Executive,Intern,2025-07-06,Kolkata,Bachelor's,5.5,645263.0,51621.04,Needs Improvement,Vikram Singh,Resigned,Married,33.0,3.0,12.0,Good performer
50941,Arjun Sharma,arjun.sharma43@company.com,9258989384,Female,1971-07-10,21.0,Procurement,Software Engineer,Contract,2019-01-27,Pune,Master's,8.4,1276064.0,102085.12,Excellent,Anil Kumar,Resigned,Divorced,14.0,3.0,31.0,Good performer
50339,Ananya Patel,ananya.patel76@company.com,9304821435,Other,1969-01-27,19.0,IT,Business Analyst,Intern,2023-11-27,Bengaluru,Diploma,9.2,1628500.0,244275.0,Good,Sneha Patel,On Leave,Divorced,17.0,1.0,21.0,Good performer
50106,Nikhil Rao,nikhil.rao19@company.com,9113660431,Male,1968-06-26,50.0,IT,Software Engineer,Contract,2020-11-29,Delhi,Diploma,14.8,2057460.0,0.0,Good,Meera Nair,On Leave,Divorced,29.0,5.0,43.0,Good performer
50731,Pooja Nair,pooja.nair34@company.com,9224560742,Male,1979-09-17,51.0,IT,HR Executive,Contract,2020-01-04,Hyderabad,Master's,14.6,1846041.0,369208.2,Excellent,Vikram Singh,Resigned,Divorced,25.0,4.0,21.0,Good performer
50712,Shreya Joshi,shreya.joshi4@company.com,9690967887,Other,1970-01-21,36.0,HR,Sales Executive,Intern,2025-06-06,Noida,Master's,0.5,637379.0,63737.9,Needs Improvement,Vikram Singh,Active,Married,29.0,2.0,0.0,Good performer
50516,Divya Nair,divya.nair68@company.com,9923761168,Male,1987-12-18,44.0,Sales,Data Analyst,Full Time,2024-09-15,Noida,Bachelor's,1.0,2011925.0,201192.5,Good,Vikram Singh,On Leave,Single,31.0,3.0,5.0,Fast learner
50899,Kavya Reddy,kavya.reddy12@company.com,9461655587,Other,2007-03-10,39.0,Operations,Marketing Analyst,Full Time,2025-06-27,Bengaluru,PhD,1.3,625283.0,50022.64,Excellent,Meera Nair,Resigned,Single,12.0,3.0,4.0,Good performer
50912,Manish Gowda,manish.gowda11@company.com,9773497233,Male,1989-05-29,38.0,Procurement,Support Specialist,Intern,2019-06-22,Delhi,PhD,10.1,386713.0,77342.6,Average,Meera Nair,On Leave,Married,15.0,5.0,15.0,Needs training
51081,Pooja Patel,pooja.patel8@company.com,9165962209,Other,2005-06-30,60.0,Sales,Data Analyst,Full Time,2022-07-20,Bengaluru,Master's,11.6,2116002.0,423200.4,Excellent,Vikram Singh,Active,Married,14.0,4.0,27.0,Needs training
50666,Kavya Patel,kavya.patel24@company.com,9262433261,Male,1970-04-22,56.0,IT,HR Executive,Contract,2025-02-18,Mumbai,Master's,1.3,1554471.0,310894.2,Good,Vikram Singh,On Leave,Divorced,2.0,3.0,8.0,Fast learner
50572,Rohit Joshi,rohit.joshi70@company.com,9429501441,Female,1989-10-20,46.0,Sales,Software Engineer,Part Time,2021-03-31,Hyderabad,Bachelor's,6.1,1164070.5,197709.6,Average,Sneha Patel,Active,Married,30.0,4.0,16.0,Fast learner
50999,Amit Patel,divya.patel82@company.com,9596291504,Male,1987-08-21,32.0,Finance,Marketing Analyst,Part Time,2023-12-29,Noida,Master's,17.3,1887699.0,94384.95,Good,Priya Sharma,Resigned,Single,25.0,1.0,28.0,Good performer
50415,Akash Reddy,akash.reddy11@company.com,9744807451,Male,1988-11-12,23.0,Sales,Sales Executive,Contract,2020-10-11,Kolkata,PhD,9.7,2171711.0,217171.1,Excellent,Anil Kumar,Inactive,Married,28.0,4.0,34.0,Good performer
51019,Sneha Joshi,sneha.joshi2@company.com,9107345677,Female,1969-01-24,36.0,Sales,Marketing Analyst,Intern,2024-03-15,Mumbai,PhD,7.3,50000000.0,256124.4,Good,Priya Sharma,On Leave,Married,1.0,1.0,23.0,Good performer
50564,Shreya Gowda,shreya.gowda2@company.com,9691631021,Female,1979-12-12,27.0,Customer Support,HR Executive,Intern,2025-08-23,Pune,PhD,13.1,414221.0,62133.15,Needs Improvement,Vikram Singh,On Leave,Divorced,0.0,3.0,42.0,Good performer
51009,Vivek Rao,vivek.rao59@company.com,9431414265,Female,1997-05-02,60.0,Sales,Marketing Analyst,Full Time,2024-10-28,Hyderabad,Master's,14.2,401929.0,40192.9,Good,Priya Sharma,On Leave,Divorced,4.0,5.0,1.0,Good performer
50478,Manish Joshi,manish.joshi94@company.com,9283902395,Male,1965-11-24,55.0,Customer Service,HR Executive,Contract,2024-07-27,Hyderabad,Bachelor's,14.1,547692.0,0.0,Good,Priya Sharma,Inactive,Single,30.0,3.0,9.0,Good performer
51124,Amit Nair,amit.nair99@company.com,9210783258,Male,1974-10-16,60.0,Customer Support,Business Analyst,Contract,2019-11-15,Chennai,Diploma,50.0,599618.0,119923.6,Good,Sneha Patel,Inactive,Married,29.0,4.0,44.0,Good performer
50114,Divya Rao,divya.rao49@company.com,9523794890,Male,1968-04-15,41.0,Procurement,Marketing Analyst,Contract,2022-08-29,Pune,Master's,0.4,1365709.0,273141.8,Average,Meera Nair,RESIGN,Married,23.0,1.0,5.0,Good performer
50007,Rahul Joshi,rahul.joshi16@company.com,9766873846,Male,2000-08-10,52.0,IT,Software Engineer,Part Time,2021-03-25,Bengaluru,Diploma,12.0,759753.0,113962.95,Needs Improvement,Meera Nair,Inactive,Divorced,14.0,4.0,37.0,Good performer
50496,Rahul Singh,rahul.singh16@company.com,9794207912,Male,1973-03-14,61.0,Operations,Data Analyst,Part Time,2025-05-01,Noida,Master's,9.2,1464514.0,117161.12,Excellent,Anil Kumar,Active,Divorced,1.0,3.0,21.0,Good performer
50474,Isha Singh,isha.singh73@company.com,9879125830,Female,1992-01-29,65.0,Customer Support,Software Engineer,Intern,2020-10-25,Gurugram,PhD,7.3,1164070.5,37804.5,Excellent,Priya Sharma,On Leave,Single,19.0,2.0,20.0,Needs training
50136,Kiran Verma,kiran.verma42@company.com,9975435547,Male,1970-01-22,36.0,Procurement,Business Analyst,Intern,2019-08-18,Pune,Master's,0.7,734581.0,58766.48,Excellent,Priya Sharma,Resigned,Divorced,29.0,3.0,28.0,Needs training
50128,Rahul Gowda,rahul.gowda62@company.com,9477110138,Male,1975-05-11,29.0,Procurement,Financial Analyst,Full Time,2023-09-16,Pune,Diploma,13.1,1826052.0,365210.4,Needs Improvement,Rahul Rao,Active,Married,19.0,4.0,8.0,Good performer
50043,Kiran Singh,kiran.singh83@company.com,9146820256,Female,1965-04-30,34.0,Marketing,Business Analyst,Part Time,2022-03-21,Gurugram,Master's,8.9,1535509.0,0.0,Average,Priya Sharma,Resigned,Married,5.0,2.0,2.0,Good performer
51078,Rahul Singh,rahul.singh88@company.com,9392104024,Female,1965-09-23,44.0,IT,Marketing Analyst,Intern,2025-07-06,Pune,Diploma,9.2,1649923.0,247488.45,Average,Rahul Rao,Active,Single,15.0,3.0,16.0,Good performer
50200,Akash Patel,akash.patel6@company.com,9809448224,Male,2008-04-27,60.0,Procurement,Marketing Analyst,Part Time,2019-04-10,Gurugram,Diploma,12.2,1886473.0,188647.3,Good,Rahul Rao,Active,Single,0.0,3.0,4.0,Good performer
50340,Nikhil Joshi,nikhil.joshi59@company.com,9575194601,Other,1978-10-26,63.0,Operations,HR Executive,Part Time,2022-03-13,Pune,Diploma,9.0,1523881.0,0.0,Excellent,Priya Sharma,Inactive,Divorced,7.0,3.0,44.0,Good performer
50589,Kavya Gowda,kavya.gowda93@company.com,9234213687,Other,1976-03-31,41.0,Operations,HR Executive,Part Time,2020-08-30,Hyderabad,Master's,8.0,1491201.0,74560.05,Average,Priya Sharma,Active,Single,30.0,1.0,20.0,Good performer
50924,Vivek Sharma,vivek.sharma47@company.com,9992284185,Male,1990-09-07,48.0,Customer Support,Data Analyst,Intern,2022-10-29,Chennai,Bachelor's,13.7,960998.0,48049.9,Excellent,Vikram Singh,Resigned,Married,3.0,3.0,24.0,Fast learner
50737,Manish Joshi,manish.joshi72@company.com,9854935964,Male,1976-05-13,21.0,IT,Operations Executive,Part Time,2023-08-01,Pune,Master's,14.1,1723620.0,172362.0,Excellent,Sneha Patel,On Leave,Divorced,13.0,3.0,15.0,Fast learner
50244,Pooja Joshi,pooja.joshi38@company.com,9485289144,Female,1970-11-27,32.0,Finance,Marketing Analyst,Contract,2023-02-10,Noida,Diploma,13.1,546248.0,43699.84,Good,Anil Kumar,Inactive,Single,34.0,5.0,38.0,Good performer
50426,Neha Kumar,,9457648537,Female,1974-04-30,22.0,Marketing,Operations Executive,Part Time,2026-02-15,Gurugram,Master's,8.1,1829042.0,365808.4,Excellent,Sneha Patel,Inactive,Single,26.0,5.0,3.0,Good performer
50938,Manish Mehta,manish.mehta88@company.com,9520257705,Male,1984-12-12,41.0,Finance,Support Specialist,Intern,2019-01-14,Bengaluru,Diploma,17.8,595990.0,0.0,Average,Sneha Patel,Inactive,Single,22.0,5.0,21.0,Needs training
50742,Amit Kumar,amit.kumar70@company.com,9256948465,Male,1971-02-09,41.0,Customer Support,Business Analyst,Full Time,2026-01-05,Chennai,Master's,11.1,1482395.0,74119.75,Needs Improvement,Rahul Rao,Resigned,Married,14.0,3.0,40.0,Good performer
50184,Nikhil Sharma,nikhil.sharma36@company.com,9249723494,Female,2006-05-13,50.0,Marketing,Support Specialist,Part Time,2023-08-20,Pune,Master's,1.9,1014623.0,101462.3,Excellent,Sneha Patel,On Leave,Divorced,7.0,1.0,21.0,Good performer
50333,Divya Reddy,divya.reddy70@company.com,9294856264,Female,1998-07-16,52.0,Operations,Account Executive,Contract,2019-05-21,Chennai,Diploma,11.5,734782.0,73478.2,Needs Improvement,Meera Nair,Inactive,Divorced,100.0,2.0,39.0,Fast learner
51107,Arjun Mehta,arjun.mehta74@company.com,9572304825,Male,2002-09-17,43.0,HR,HR Executive,Full Time,2020-03-10,Bengaluru,PhD,12.0,1664645.0,0.0,Good,Meera Nair,Resigned,Divorced,6.0,3.0,33.0,Needs training
50757,Divya Gowda,divya.gowda17@company.com,9194763106,Male,2004-05-02,41.0,HR,Sales Executive,Intern,2024-03-06,Mysuru,PhD,6.8,276135.0,27613.5,Excellent,Vikram Singh,On Leave,Single,29.0,1.0,41.0,Needs training
50091,Shreya Verma,shreya.verma32@company.com,9714874008,Female,1972-11-06,28.0,Finance,Sales Executive,Intern,2019-07-02,Kolkata,Diploma,4.5,1627088.0,90398.0,Needs Improvement,Priya Sharma,Active,Divorced,1.0,5.0,33.0,Good performer
50908,Priya Singh,priya.singh84@company.com,9131722293,Other,1971-09-19,36.0,Operations,Sales Executive,internship,2024-01-23,Kolkata,Master's,10.6,1016984.0,101698.4,Average,Vikram Singh,On Leave,Married,29.0,3.0,23.0,Good performer
51028,Rahul Joshi,rahul.joshi64@company.com,9775239031,Male,1994-12-07,31.0,Sales,Software Engineer,Full Time,2025-03-06,Hyderabad,PhD,9.2,1764625.0,88231.25,Excellent,Rahul Rao,Resigned,Single,2.0,1.0,42.0,Fast learner
50341,Rohit Das,rohit.das92@company.com,9812371770,Other,1971-07-19,40.0,Procurement,Financial Analyst,Full Time,2022-04-20,Mysuru,PhD,6.9,895788.0,71663.04,Needs Improvement,Rahul Rao,RESIGN,Married,2.0,1.0,19.0,Good performer
50219,Sneha Nair,sneha.nair38@company.com,9317920651,Other,2001-06-09,44.0,Customer Support,Support Specialist,Contract,2020-09-06,Pune,Bachelor's,8.5,2118178.0,423635.6,Needs Improvement,Sneha Patel,Inactive,Single,8.0,1.0,19.0,Good performer
50714,Manish Nair,manish.nair87@company.com,9661921807,Female,1976-05-05,29.0,Marketing,Data Analyst,Part Time,2020-09-20,Chennai,Diploma,15.2,1838471.0,275770.65,Excellent,Vikram Singh,Inactive,Divorced,1.0,2.0,8.0,Good performer
50733,Priya Reddy,priya.reddy63@company.com,9596322619,Female,2001-01-22,41.0,Operations,Sales Executive,Intern,2020-10-06,Gurugram,Bachelor's,15.9,859739.0,68779.12,Excellent,Vikram Singh,On Leave,Divorced,33.0,1.0,14.0,Good performer
50080,Priya Nair,priya.nair70@company.com,9659331584,Other,1967-09-14,60.0,Procurement,Sales Executive,Contract,2026-04-05,Mumbai,Diploma,2.2,50000000.0,73775.55,Excellent,Anil Kumar,Inactive,Single,9.0,3.0,11.0,Good performer
50050,Divya Kumar,divya.kumar75@company.com,9234256254,Female,2003-01-11,42.0,Procurement,Sales Executive,Contract,2023-10-30,Bengaluru,Diploma,10.1,1645384.0,164538.4,Good,Meera Nair,On Leave,Divorced,32.0,3.0,22.0,Good performer
50175,Ananya Sharma,ananya.sharma34@company.com,9790732678,Female,2003-02-08,24.0,Customer Support,Operations Executive,Part Time,2022-12-28,Mysuru,Diploma,10.6,1256200.0,251240.0,Average,Anil Kumar,Inactive,Married,11.0,2.0,1.0,Needs training
50748,Priya Sharma,priya.sharma59@company.com,9380330975,Other,1974-02-02,41.0,Sales,Financial Analyst,Full Time,2021-08-21,Delhi,Bachelor's,14.6,790089.0,158017.8,Excellent,Sneha Patel,Active,Single,6.0,1.0,33.0,Needs training
50280,Divya Patel,divya.patel48@company.com,9125337546,Other,2002-05-11,25.0,Procurement,Sales Executive,Part Time,2024-11-20,Kolkata,Master's,11.4,707330.0,70733.0,Good,Sneha Patel,On Leave,Divorced,23.0,1.0,19.0,Good performer
51122,Akash Patel,akash.patel90@company.com,9826134547,Male,2003-01-16,63.0,Sales,Data Analyst,Intern,2026-08-25,Hyderabad,Bachelor's,8.7,1639255.0,327851.0,Needs Improvement,Rahul Rao,Active,Single,1.0,5.0,45.0,Fast learner
50850,Shreya Reddy,shreya.reddy73@company.com,9355301662,Male,1973-04-18,46.0,Sales,Financial Analyst,Contract,2023-08-03,Pune,PhD,7.2,350553.0,17527.65,Good,Sneha Patel,Active,Divorced,22.0,3.0,42.0,Fast learner
50728,Rohit Reddy,rohit.reddy55@company.com,9615878340,Female,1985-12-16,56.0,Operations,Software Engineer,Contract,2024-11-17,Gurugram,Master's,14.3,1432284.0,0.0,Needs Improvement,Anil Kumar,Resigned,Single,10.0,2.0,26.0,Good performer
50969,Vivek Rao,vivek.rao10@company.com,9929007953,Female,1991-01-12,31.0,Procurement,Financial Analyst,Intern,2023-12-28,Gurugram,Master's,1.9,945028.0,94502.8,Excellent,Sneha Patel,Resigned,Single,18.0,5.0,13.0,Good performer
50243,Vivek Gowda,vivek.gowda35@company.com,9768033641,Other,1993-12-26,45.0,HR,Software Engineer,Full Time,2026-03-31,Pune,Bachelor's,50.0,1774858.0,141988.64,Needs Improvement,Rahul Rao,Active,Single,21.0,3.0,15.0,Good performer
50234,Meera Mehta,meera.mehta88@company.com,9818700074,Male,1967-10-29,64.0,Marketing,Business Analyst,Contract,2023-07-10,Gurugram,PhD,9.6,1643862.0,90398.0,Excellent,Rahul Rao,On Leave,Divorced,26.0,1.0,22.0,Fast learner
50484,Shreya Kumar,shreya.kumar59@company.com,9883108634,Female,2004-10-26,0.0,Finance,HR Executive,Full Time,2020-03-05,Kolkata,PhD,9.7,1594491.0,127559.28,Average,Priya Sharma,Inactive,Married,31.0,2.0,23.0,Good performer
51003,Nikhil Mehta,nikhil.mehta95@company.com,9449545560,Female,1969-09-07,35.0,HR,Business Analyst,Part Time,2019-02-08,Kolkata,Bachelor's,7.9,686932.0,137386.4,Needs Improvement,Vikram Singh,Active,Married,10.0,3.0,14.0,Good performer
50440,Divya Singh,divya.singh60@company.com,9806180331,Male,2000-02-08,29.0,IT,Operations Executive,Full Time,2020-03-31,Bengaluru,Master's,17.0,1599644.0,159964.4,Excellent,Anil Kumar,On Leave,Single,6.0,5.0,44.0,Good performer
50028,Sneha Kumar,sneha.kumar27@company.com,9750775672,Other,1979-10-21,28.0,Information Technology,Marketing Analyst,Full Time,,Gurugram,Bachelor's,1.9,1164070.5,96956.32,Needs Improvement,Anil Kumar,Inactive,Divorced,32.0,2.0,30.0,Needs training
50010,Priya Singh,priya.singh83@company.com,9684938506,Male,1994-01-13,46.0,HR,Support Specialist,Full Time,2020-12-11,Delhi,Master's,14.1,334868.0,50230.2,Excellent,Priya Sharma,Inactive,Married,17.0,3.0,34.0,Good performer
50247,Kiran Sharma,kiran.sharma34@company.com,9600369396,Other,1995-09-23,44.0,HR,HR Executive,Contract,2022-08-12,Pune,Master's,5.8,909032.0,0.0,Excellent,Rahul Rao,On Leave,Married,30.0,3.0,10.0,Fast learner
50119,Ananya Kumar,ananya.kumar60@company.com,9148736776,Other,1991-10-07,30.0,Customer Support,Marketing Analyst,Part Time,2025-01-21,Gurugram,PhD,3.8,1164070.5,84385.2,Good,Sneha Patel,Inactive,Single,26.0,5.0,0.0,Needs training
50087,Divya Mehta,divya.mehta22@company.com,9407296730,Female,1965-07-15,51.0,Operations,Data Analyst,Part Time,2023-01-12,Chennai,Master's,13.6,879474.0,87947.4,Average,Anil Kumar,Inactive,Divorced,31.0,3.0,16.0,Good performer
50428,Kavya Sharma,kavya.sharma60@company.com,9576869532,Female,2005-03-04,41.0,HR,Operations Executive,Part Time,2024-08-08,Pune,PhD,12.6,1912598.0,382519.6,Average,Vikram Singh,Resigned,Single,35.0,3.0,21.0,Fast learner
50452,Sanjay Kumar,sanjay.kumar54@company.com,9366921150,Male,1982-01-15,26.0,Sales,Financial Analyst,Part Time,2023-09-28,Bengaluru,Bachelor's,15.3,1608723.0,241308.45,Good,Meera Nair,On Leave,Married,17.0,5.0,28.0,Good performer
50756,Kavya Mehta,kavya.mehta8@company.com,9558704320,Female,1998-02-07,41.0,IT,Business Analyst,Intern,2023-05-09,Mysuru,Bachelor's,16.4,1470456.0,220568.4,Needs Improvement,Vikram Singh,Active,Divorced,1.0,3.0,26.0,Fast learner
50016,Ananya Patel,ananya.patel67@company.com,9480148254,Other,1970-04-22,59.0,IT,Sales Executive,Intern,2019-06-02,Mysuru,Master's,6.4,503574.0,50357.4,Needs Improvement,Priya Sharma,Resigned,Divorced,14.0,2.0,15.0,Good performer
50503,Kiran Joshi,kiran.joshi52@company.com,9442866564,Male,1998-10-06,33.0,Procurement,Software Engineer,Part Time,2019-08-30,Bengaluru,Bachelor's,4.2,1672234.0,90398.0,Needs Improvement,Meera Nair,Inactive,Married,27.0,1.0,41.0,Good performer
50362,Rahul Patel,rahul.patel59@company.com,9784506908,Other,1971-09-17,35.0,Operations,Operations Executive,Intern,2021-05-26,Pune,Master's,15.4,613102.0,122620.4,Needs Improvement,Anil Kumar,Inactive,Married,29.0,2.0,33.0,Needs training
51184,Rahul Singh,,9538600726,Other,2005-04-20,39.0,Sales,Software Engineer,Part Time,2019-07-26,Noida,PhD,8.8,397025.0,90398.0,Good,Anil Kumar,Resigned,Single,13.0,1.0,33.0,Needs training
51191,Sanjay Gowda,sanjay.gowda59@company.com,9289829653,Female,1965-11-02,41.0,Marketing,Sales Executive,Full Time,2025-09-11,Gurugram,Bachelor's,9.2,785399.0,157079.0,Poor,Priya Sharma,Inactive,Divorced,30.0,2.0,20.0,Fast learner
50664,Arjun Singh,arjun.singh64@company.com,9383606406,Female,1974-04-24,35.0,Finance,Financial Analyst,Full Time,2022-10-07,Mysuru,PhD,7.4,712222.0,106833.3,Excellent,Meera Nair,Active,Married,8.0,2.0,17.0,Good performer
50868,Rahul Kumar,rahul.kumar58@company.com,9232273497,Male,1986-03-07,53.0,HR,Business Analyst,Contract,2021-04-06,Pune,Diploma,6.5,898211.0,71856.88,Excellent,Anil Kumar,Active,Married,31.0,4.0,8.0,Good performer
50542,Isha Patel,isha.patel78@company.com,9474732760,Other,1972-02-27,29.0,Marketing,Business Analyst,Full Time,2022-06-11,Chennai,PhD,7.9,1573171.0,314634.2,Good,Meera Nair,Active,Single,26.0,5.0,37.0,Needs training
51032,Rohit Patel,rohit.patel98@company.com,9127312276,Male,2007-04-26,65.0,Customer Support,Operations Executive,Part Time,2026-07-04,Chennai,Bachelor's,14.0,1063328.0,53166.4,Good,Anil Kumar,On Leave,Married,17.0,4.0,35.0,Good performer
51056,Divya Nair,divya.nair23@company.com,9243882701,Female,2001-12-26,61.0,Operations,Financial Analyst,Part Time,2023-03-30,Chennai,Diploma,17.0,1007770.0,80621.6,Needs Improvement,Vikram Singh,Inactive,Divorced,33.0,2.0,27.0,Good performer
50552,Vivek Sharma,vivek.sharma69@company.com,9134855628,Male,1992-04-11,55.0,IT,Software Engineer,Full Time,2024-03-18,Chennai,PhD,0.4,1183958.0,94716.64,Good,Priya Sharma,Inactive,Divorced,30.0,4.0,28.0,Needs training
50017,Amit Das,amit.das72@company.com,9526123484,Female,1997-03-05,27.0,HR,Sales Executive,Full Time,2025-01-26,Chennai,PhD,7.5,1673932.0,133914.56,Good,Meera Nair,Active,Single,35.0,1.0,41.0,Good performer
50468,Isha Das,isha.das81@company.com,9683066717,Male,2007-08-24,21.0,HR,Account Executive,Intern,2024-03-01,Delhi,Bachelor's,2.5,873353.0,131002.95,Good,Rahul Rao,On Leave,Single,23.0,2.0,17.0,Fast learner
50951,Akash Verma,,9545547239,Other,1988-11-02,43.0,Finance,Software Engineer,Part Time,2019-05-21,Pune,Master's,10.3,1719144.0,171914.4,Needs Improvement,Priya Sharma,Resigned,Single,21.0,3.0,36.0,Good performer
50599,Vivek Mehta,vivek.mehta93@company.com,9180302189,Female,2004-01-07,49.0,Procurement,Financial Analyst,Part Time,2025-10-12,Chennai,Master's,50.0,1124700.0,0.0,Excellent,Priya Sharma,Resigned,Married,1.0,5.0,0.0,Needs training
50940,Arjun Joshi,arjun.joshi70@company.com,9560418909,Male,2000-12-17,41.0,Customer Service,Software Engineer,Intern,2022-01-20,Delhi,PhD,3.3,2003437.0,0.0,Average,Meera Nair,Resigned,Married,34.0,1.0,21.0,Needs training
50209,Meera Reddy,meera.reddy36@company.com,9887033866,Other,1987-01-02,42.0,IT,Financial Analyst,Intern,2023-05-01,Noida,Diploma,2.2,366186.0,0.0,Needs Improvement,Meera Nair,On Leave,Married,11.0,4.0,29.0,Good performer
50947,Vivek Sharma,vivek.sharma73@company.com,9319070959,Male,1990-05-12,49.0,Procurement,Software Engineer,Part Time,2022-08-31,Delhi,Bachelor's,3.7,1887974.0,0.0,Excellent,Priya Sharma,On Leave,Single,13.0,2.0,42.0,Fast learner
50530,Pooja Rao,pooja.rao6@company.com,9744019739,Female,1970-06-05,33.0,Procurement,Account Executive,Contract,2026-05-21,Mysuru,Diploma,14.6,1164070.5,231024.0,Needs Improvement,Rahul Rao,On Leave,Divorced,21.0,1.0,19.0,Fast learner
50001,Sneha Reddy,sneha.reddy14@company.com,9339749960,Other,1987-07-18,57.0,Customer Support,Account Executive,Full Time,2024-09-27,Mysuru,PhD,4.3,1597272.0,239590.8,Excellent,Anil Kumar,On Leave,Single,28.0,1.0,43.0,Good performer
50724,Arjun Gowda,arjun.gowda22@company.com,9840883093,Male,1965-05-21,55.0,Sales,Business Analyst,Contract,2021-11-27,Chennai,Master's,9.3,414430.0,33154.4,Excellent,Rahul Rao,On Leave,Single,21.0,2.0,29.0,Good performer
50892,Amit Verma,amit.verma88@company.com,9697876603,Other,2005-11-19,39.0,Operations,Software Engineer,Part Time,2025-12-10,Delhi,Bachelor's,13.1,1400133.0,140013.3,Good,Priya Sharma,Inactive,Single,24.0,5.0,12.0,Good performer
50447,Nikhil Sharma,nikhil.sharma59@company.com,9214383937,Other,2003-05-12,39.0,Marketing,Software Engineer,Part Time,2024-11-21,Gurugram,Master's,8.2,1627262.0,81363.1,Excellent,Rahul Rao,Resigned,Married,14.0,2.0,3.0,Needs training
50259,Arjun Reddy,arjun.reddy83@company.com,9164873071,Female,1999-10-08,54.0,Procurement,Account Executive,Full Time,2019-10-13,Chennai,Master's,3.8,1959532.0,195953.2,Needs Improvement,Rahul Rao,Inactive,Single,32.0,5.0,15.0,Needs training
51039,Rahul Singh,rahul.singh85@company.com,9788145106,Female,1970-09-10,49.0,Marketing,HR Executive,Full Time,2023-10-04,Gurugram,PhD,50.0,1089087.0,54454.35,Excellent,Rahul Rao,Active,Divorced,17.0,5.0,23.0,Good performer
50988,Isha Nair,isha.nair87@company.com,9786698260,Male,2007-01-13,43.0,Finance,HR Executive,Part Time,2024-12-05,Chennai,Diploma,11.5,1488223.0,297644.6,Excellent,Anil Kumar,Inactive,Married,9.0,2.0,33.0,Good performer
50142,Divya Mehta,divya.mehta39@company.com,9271786001,Male,1992-05-07,35.0,HR,Marketing Analyst,Part Time,2021-01-29,Pune,PhD,13.1,1164070.5,41804.4,Excellent,Anil Kumar,Inactive,Divorced,21.0,4.0,36.0,Good performer
50430,Sanjay Verma,sanjay.verma44@company.com,9891093855,Male,1989-08-08,41.0,IT,Data Analyst,Contract,,Bengaluru,Master's,0.4,1751728.0,87586.4,Needs Improvement,Vikram Singh,Active,Single,32.0,3.0,13.0,Good performer
50163,Neha Mehta,neha.mehta32@company.com,9516806800,Other,1978-11-06,43.0,HR,Operations Executive,Intern,2025-04-23,Gurugram,Bachelor's,0.9,1884776.0,150782.08,Excellent,Sneha Patel,Inactive,Divorced,22.0,5.0,27.0,Needs training
